Hotel_ID,Review Date,Location,Hotel/Restaurant name,Review
rn559026768,"Reviewed February 7, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,"We came here for 4 times - absolutely in loved with this place for the atmosphere, tasty dishes and service. Absolutely recommend!
The prices are medium, our check was approximately 2000 bath for 2 persons. We usually took 2 soups (180 bath each), main course...More"
rn558638338,"Reviewed February 5, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,This restaurant is perfect for a special dinner. The view looks along the whole length of the beach. Staff are extremely efficient and lovely.
rn558030128,"Reviewed February 2, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,Came here after reading great TA reviews. As you walk in the view is incredible however the food however leaves a lot to be desired. Recommended the steamed snapper as it was apparently freshly caught today and garlic pepper rock lobster. Fish came out and...More
rn557646800,"Reviewed January 31, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,Me and my fiancé went here for dinner. We ate delicious Thai food while watching the sun set by the ocean horizon while we sat just above the beach. The food and service was great. The only thing that annoyed me was that we did...More
rn556488801,"Reviewed January 26, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Had a very good seafood dinner with my wife. We came walking from Karon Beach, the restaurant has a fantastic beach view and the atmosphere is really fantastic. This was great value for our money and we are going back later this week."
rn556439999,"Reviewed January 26, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,Don’t go for lunch or dinner. The food is horrible. The service is poor. It has very beautiful scenery and decor so it’s place to sit and enjoy the scenery and have a beer.
rn555112167,"Reviewed January 21, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,"We were able to get a table even though we hadn't made reservations. We ordered the grilled duck and the roasted duck with mango sauce; both tasted excellent. Despite not sitting at the edge, we had a fantastic view of Karon beach from our seating....More"
rn553878091,"Reviewed January 14, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,"We travelled to Karon Beach from Sydney Australia, to celebrate our 30th Wedding Anniversary.
Before we left we looked up best Restaurant to eat at on the actual night of our Anniversary as we wanted to make the night very special.
On arrival at our...More"
rn553473644,"Reviewed January 12, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Very nice view, you should go there before sunset. Portion of the plate is very little.not worth the price. Food taste was average."
rn552465693,"Reviewed January 8, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,Our dinner was excellent. We had a great time and the food was brilliant. The menu is varied and should cater for most needs.
rn552351403,"Reviewed January 7, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,Pre booked a table as reviews looked good. Its a small restaurant with fantastic views. Service was excellent and food and wine quality was too. Would definitely recommend though necessary to pre book.
rn552138074,"Reviewed January 6, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Food was 2 out of 5. Poor thai food - very oily.
Good view. Otherwise i wont return.
Soups were ok.
Service extremely slow and restaurant was half empty."
rn551980480,"Reviewed January 6, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,"We dined here 3 times and thoroughly enjoyed each time. The food is of very good quality, looks great and tastes delicious. The approach via a timber staircase off the beach is a delight and the view from its perch on the cliffs amongst the...More"
rn551182657,"Reviewed January 3, 2018 ", Karon Beach,On The Rocks - Marina Phuket Resort,Amazing restaurant beautifully situated om the edge of the Karon beach! Ordered the lobster with mushroom and cheeze sauce which was absolutely delicious. Very pleasant staff. Highly recommend a visit. Make sure to book a table!
rn549974720,"Reviewed December 29, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,We went for the view but were really surprised by how great the food was! We had the coconut chicken soup (to die for!) and a chicken cashew stir fry. I didn't think a stir fry could be SO good! Price was more than the...More
rn549130523,"Reviewed December 25, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"If you want to have a special and very nice dinner - go to ”On the Rock” in Kata, Phuket (try to have a sea view table and you will see Karon beach who lies below). The service is very good and also the food....More"
rn545800412,"Reviewed December 7, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Beautiful location at the quiet end of the beach and, as the name suggests, perched up on the promontory from where you can watch the sea crashing around the rocks below and Chinese lanterns floating by in the night sky.
The wife and I thought...More"
rn544677510,"Reviewed December 2, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,While teh service and location were good. The food was not of a high quality. Most of our dishes were only warm. they were not served hot.. Overall we were disappointed considering the cost.
rn544243702,"Reviewed November 30, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Saw this place from the beach, went and booked straight away for that evening, staff lovely and friendly, meals were delicious <f0><U+009F><U+0098><U+008B> and sticky rice with mango is lush, decided to book again for last night here with sea view table so really looking forward...More"
rn543714855,"Reviewed November 27, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"We ordered drinks, appetizers, and entrees from this place and it was amazing food and great service! The view was beautiful and it had a nice vibe being higher up with a view of the whole beach. Glad we went!"
rn540797938,"Reviewed November 13, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"I don't know where all those negative comments come from, because we had great time yesterday having dinner with friends there. Food was fantastic, service was good, prices were reasonable and of course the best part was the view. Strongly recommend this restaurant!"
rn540583685,"Reviewed November 12, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Myself and my family had our hearts set on booking this restaurant for my 60th birthday celebration after reading all the top reviews.
We booked a sea front table for dinner and the views and ambience were incredible. The menu is extensive as you would...More"
rn540054346,"Reviewed November 10, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,I almost didn't eat here because reviews online seemed a little unenthusiastic. People said the main attraction was the view and the food was just okay. Untrue. The food was great! The view and proximity to the beach was a nice plus but I would...More
rn539685171,"Reviewed November 9, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"We had a beautiful lunch here, the view is the one of the best in Karon. There was a large group of us so we ordered a large amount of starters for the table with cocktails of course <f0><U+009F><U+0098><U+008A>
Highly recommend you go here, you...More"
rn536553397,"Reviewed October 28, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"The best thing about this restaurant is the view. Looking across the bay and along the beach gives you a sense of space. Unfortunately the restaurant menu lets this place down. We ordered a variety of mains of pork ribs, grilled fish, grilled scampi and...More"
rn536545777,"Reviewed October 28, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"What a place. Lovely decor and view to maje any meak lovely. Went here for our last meal of the holiday. It did not disappoint in any way. Cant think of anything negative.
Fron the walj up from rhe beach it us stunning. I booked...More"
rn535914133,"Reviewed October 25, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Great atmosphere. Incredible beach and sunset views.
Very good service and most dishes in this high class restaurant are reasonably priced
The Rock Lobster with Pepper and garlic sauce was EXCELLENT and a large serving.
Don’t forget to book ahead."
rn534981389,"Reviewed October 21, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Visited this restaurant twice. I thought ... 1st time I missed something.
The view is good. Interior is good. Service ... not bad, but one has to explain many times, since the waitresses do not understand from the first time :)
Food is OK, but...More"
rn532742885,"Reviewed October 13, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"After researching for the perfect place to have our anniversary dinner we decided to go to On the Rock. I wish I could take this decision back and choose again. The two stars I have given are for the ambience, view and the cocktails. The...More"
rn532021534,"Reviewed October 11, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,I think you’ll like this. On top of the rocks at Karon. Good food of all tastes. Good prices. Nice service. Menu caters for everyone and the staff explain everything. Mid market but worth it
rn527706372,"Reviewed September 26, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"We visited On the Rock last night for my sisters birthday.
It was our favourite restaurant this trip. The view is incredible, food was lovely and the staff went above and beyond.
They happily accommodated us with 3 children (1 in a highchair) and organised...More"
rn527450477,"Reviewed September 25, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Sometimes you come across a restaurant that is really like you see in the picture books. This restaurant is set is an amazing setting, with wonderful sea views. Service is top notch and food is mouth watering. I strongly recommend it for anyone wanting to...More"
rn527283418,"Reviewed September 25, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"A destination for the famous Karon beach sunset, you can't get a better spot. It's typical of a more upmarket resort, very clean, really professional staff and an excellent list for food and drinks. The only downside is the pricing doesn't match the quality difference...More"
rn526488666,"Reviewed September 22, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,The restaurant is a part of Marina Phuket Resort and overlooking the beach . Good Place for Sea Food but bit expensive
rn525949774,"Reviewed September 20, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"My husband and I went here for our wedding anniversary. The staff were very attentive and we had multiple people clearing our plates,refilling our water and asking if we need anything else. I had the lobster and my husband had the steak. My lobster was...More"
rn524542874,"Reviewed September 15, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"On the Rock is AMAZING !!!
If you ring up and make an table reservation they will advise you of reservations for the beach side tables and not for the whole restaurant itself so just make sure you ask the question.
The food is literally...More"
rn523631528,"Reviewed September 11, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,This is the best place I have ever been to. I booked a sea view table to celebrate my wife's birthday. The food was delicious. I am really grateful to the staff for making the night so special.
rn522743176,"Reviewed September 8, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,This is the restaurant of Marina Phuket Resort. Visited the restaurant while staying at another hotel in Phuket. Location and its fascinating view are its strongest points. The full view of Karon Beach (visited at night) and the overall restaurant decor make this place a...More
rn521174271,"Reviewed September 4, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"On The Rock was our favourite dinner restaurant during our stay in Karon. Nothing beats the view - looking out at Karon Beach and the sound of the waves. The food was delicious - a great variety of vegetarian, seafood, and traditional Thai foods; there's...More"
rn521003919,"Reviewed September 4, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,Location absolutely stunning as is the ambience of the restaurant. The staff are very attentive and friendly. The food was beautifully presented though there is better restaurants serving similar dishes. Cocktails fantastic. Go for the views
rn520969509,"Reviewed September 4, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,We had our 10 wedding anniversary while we were in Phuket. I booked On The Rocks for a meal and it didn't disappoint. I love this restaurant and go there whenever in Phuket for a romantic meal with great views. Good value for an upmarket...More
rn520643026,"Reviewed September 2, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Located on the rocks overlooking Karon Beach in tropical garden paradise with rock themed interior and classic high timber ceilings.
If you wish to feast on good quality seafood this establishment offers choice and variety second to none, local seafood grill of prawns, rock lobster...More"
rn520148805,"Reviewed September 1, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,The location is stunning. For lunch or dinner. So was a chicken massaman and all our starters. We spotted the fish was under cooked so as to be raw in parts and rejected it. Quality control is so important if you want to maintain reputation....More
rn519913385,"Reviewed August 31, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"This is without doubt the best place to eat in Karon. The place itself offers fabulous views over the whole bay. Wonderful sunsets and the structure is simply wonderful too. Beautifully designed building complementing being on the rock.
The walkway from the street is wooden...More"
rn517556645,"Reviewed August 25, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"We had our last dinner in Phuket at on the rock and I'm so glad we did. Wow the meal was delicious , staff attentive , price was good but expect to pay approx 350 thb or more for main meal. Well worth it though...More"
rn514612592,"Reviewed August 17, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"A very special place to go. Highly recommend going for dinner as the views and sunsets can be amazing!
Food has always been lovely as we have been several times over the years. Never had anything bad. Tom Sum salad is the best I've had...More"
rn513192083,"Reviewed August 15, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"This place was a breath of fresh air on our thailand trip. We really wanted a quality meal with a view and this place hit the nail on the head.
Walked in and seated straight away by friendly staff, atmosphere was great and the view...More"
rn512040215,"Reviewed August 12, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"My wife and I had a 20th wedding anniversary dinner at ""On the Rock"" and it was excellent. A trick for young players is to book your waterfront table a few days before you go as a walk up wont necessarily guarantee the best seats...More"
rn511669014,"Reviewed August 12, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Lovely walk through the gardens on the way down to the restaurant, which is physically on a rock right in the water.Took ten people on a Tuesday night, it was a excellent choice, fabulous view and the food was great.
Fresh fresh seafood and fish...More"
rn510787217,"Reviewed August 9, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"I'll start with the positives. The location and view are amazing. For desert we had the sticky rice, with Mango and it's the best one I've had so far.
We had the mussels and pepper lobster for mains and they were not great. Don't get...More"
rn508869031,"Reviewed August 4, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,This place has a fantastic view looking up to Patong beach but something that I ate made me horribly ill. I ate the grilled mixed prawn entree and red duck curry. Within 2 hours I was keeled over on the side of a road in...More
rn507778999,"Reviewed August 1, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Unique setting on the Rock overlooking Karon Beach. Fantastic Dinner and great service.
Good value meals ideal for that special occasion. A lovely walk down a tropical path to this little gem at the beach on top of the rocks."
rn507245347,"Reviewed July 30, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,Wow what a place the view is awesome and the staff and service fantastic.my wife had Thai and I had seafood basket and banana fritters by far the best meal we've had on this holiday highly recommend thanks
rn506613741,"Reviewed July 28, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Perfect restaurant if you want a romantic setting. Food is pretty good, super fast service. Definitely recommended going here <f0><U+009F><U+0091><U+008C>"
rn505678258,"Reviewed July 25, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"We went to On the Rock on the recommendation of a friend and it did not disappoint!
We had our 5 year old in tow so dined early (6pm) the advantage of which was a great table in a quiet restaurant with stunning views back...More"
rn503343709,"Reviewed July 18, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"We stayed next door at Beyond Karon so it was very convenient to have a romantic dinner here.
We booked earlier and were able to score a seat on the entrance which had a clear view of the sea which was nice as the evening...More"
rn502813802,"Reviewed July 17, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Although this place delivers breath-taking views I was bitterly disappointed with the overall service and quality of food. I had heard boasting comments and recommendations for this place, so I thought why not try it for my dad's 50th birthday.
Firstly, we had ordered drinks...More"
rn502522711,"Reviewed July 16, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"The quality of food is excellent and the view is amazing as it is located on the beach side where you can see the Karon beach clearly from your table. On other hand, the seafood selection is good and very fresh. Prices are acceptable by...More"
rn498824844,"Reviewed July 5, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,This was our favorite meal during our stay in Phuket. The view is really great and walking through the trees to get to it was cool too. We got the samosas and chicken satay to start. Both were delicious. As mains we ordered a crusted...More
rn497095814,"Reviewed June 29, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Everything about this restaurant is classy. The food, service, friendliness of the staff and of course the views are exceptional. Well worth a visit.
We walked up from the beach access outside Beyond Karon Resort."
rn495326925,"Reviewed June 23, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"The food was fantastic as we're the staff
The view was beautiful. And the toilets are excellent. If you have been there you will understand."
rn494721877,"Reviewed June 20, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Likes others have said this place has an ideal location! If you book a table at sunset it just makes it that much better to enjoy a cocktail. Just had a few pointers for this place.
1. The calamari is fantastic! Some of the best...More"
rn494449625,"Reviewed June 19, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,This restaurant is located at a most wonderful place and you get a great view during your meal. The service here is excellent compared to many other Phuket's restaurants.
rn494147179,"Reviewed June 18, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"The food and service was stunning, the staff lovely. I have been before and it is still such a great place to sit for a cocktail during the day and dine in the early evening while watching the sun go down over the water. My...More"
rn493168929,"Reviewed June 14, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"The whole experience was great. A lovely setting, followed by great food and good service. It was my birthday and they gave me a local desert beautifully presented in a coconut with dry ice. We mainly had seafood to eat which was lovely and they...More"
rn491767541,"Reviewed June 9, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"This place has a superb location. It boasts an unbelievable view. You can literally see and hear the ocean splashing against the rocks. When we arrived they did not have any available seats for five with an immediate ocean view, and we were seated in...More"
rn489990750,"Reviewed June 2, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"I go every year to this restaurant and its worth the money just to sit here. Food is fantastic, not to mention the service. I could have every meal here and for anyone to say expensive, they must be a peasant. This meal and view...More"
rn488337249,"Reviewed May 27, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Ok so phuket is expensive, we decided on last night to try out this restaurant. Waitress was very pleasant and the food was excellent and fresh but expensive. however service was attentive"
rn488336982,"Reviewed May 27, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"A friend told me to come to this restaurant because of the Rock lobster dishes. These are definitely MUST HAVES!
So reasonable in price and cooked to perfection.
Do start with one of the cocktails. Nice to look at but not very alcoholic!
We ordered...More"
rn487560899,"Reviewed May 24, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"We had delicious vegetarian Thai food at the restaurant. We requested for special order and the staff is okay with that. We had phad thai, basil tofu and red curry. View was super beautiful and romantic. Price was reasonable."
rn486934409,"Reviewed May 23, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"This is by far the best restaurant location in Kata and Karon. Nestled on the southern headland end of Karon beach this restaurant offers great views , a fantastic ambiance, great customer service and value for money food.
Tonight was my 16th visit to this...More"
rn486886528,"Reviewed May 23, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"This is now my favourite resturant in the world!
We stumbled across this resturant by accident, and at perfect timing as it was sunset and WOW...what a place!
We had 2 cocktails that were really delicious. Our starters were the two prawn dishes which were...More"
rn486096763,"Reviewed May 21, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"We have been there twice on our holiday. The first time food was nice and staff was friendly. We came back the next day and it was a disaster. A Terrible waitress, rude serving us plates like for a dog, no smile, very bad service....More"
rn485629683,"Reviewed May 19, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"A truely unique experience to get to the restaurant walking through the jungle across rope bridges to the sea front location listening to the waves whist having dinner, what more could you want. Verr up market but not expensive, polite friendly female staff excellant views...More"
rn485275345,"Reviewed May 18, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,Beautiful located restaruant on the Rocks at the south End of Karon beach with a awesome view over the Sea and the beach. The food is very good (costs a bit more than elsewhere) and the stuff friendly. Perfect for a 'candle-light' dinner or just...More
rn482809153,"Reviewed May 8, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Great dinning experience, seafood , steaks , thai, all cuisines catered for, prices are moderate, service is good , and the view is absolutely Fabulous !! Don't miss!!"
rn480754401,"Reviewed May 1, 2017 ", Karon Beach,On The Rocks - Marina Phuket Resort,"Had a nice meal with family and friends, beautiful setting especially at sunset. The prices are not cheap, but the meal certainly worth it."
rn576357314,Reviewed 3 weeks ago , Kata Beach,+39 Italian Street Food,"Very nice and cosy venue, great pizza al trancio selection and cheap price.
Espresso is proper one, same as you would have in italy as well as the gelato.
The couple whose owns it are very welcoming and make you feel at home, service is...More"
rn575983138,Reviewed 3 weeks ago , Kata Beach,+39 Italian Street Food,"After almost a month in Thailand, we were getting a craving for some cheese and bread. With a quick search on the internet we found this place and it was exactly what we were looking for. This restaurant has seating on the first and second...More"
rn573920055,Reviewed 4 weeks ago , Kata Beach,+39 Italian Street Food,"Excellent pizza, pasta and Buratta cheese / cold cut platter in a small Soi off Thanon Kata. But the best surprise was the gelato, one of the best I ever including Florence and Rome. Real genuine Italian cafe in Phuket. Highly recommended!"
rn573444985,Reviewed 5 weeks ago , Kata Beach,+39 Italian Street Food,"This small restaurant, located within about a five-minute walk from the beach, is like an Italian oasis in Kata.
As a former resident of Rome, I can attest that the menu is authentic Italian. Buon appetito!"
rn571875366,"Reviewed April 8, 2018 ", Kata Beach,+39 Italian Street Food,"Such amazing pizza and pasta, the pizza was incredible and for such great value for money and the pasta was the first i've eaten in 3 months traveling and did no let me down! It was just like being at home. Thank you for an...More"
rn566575619,"Reviewed March 14, 2018 ", Kata Beach,+39 Italian Street Food,"Visited this place early in the morning as there was nothing much open for breakfast....ended up getting two delicious fresh juices (carrot, apple and ginger) plus a ciabatta with cheese, ham and tomatoe plus a jam croissant. It hit the spot so much so that...More"
rn566179552,"Reviewed March 12, 2018 ", Kata Beach,+39 Italian Street Food,"Very disappointed. All pizzas are precooked and just warmed up when ordered. Absolutely no taste whats so ever, pizza sauce was very blant, mozzarella felt like rubber.
When the italian owner asked me how the food was i replyed not so good. Simply just payed...More"
rn565813136,"Reviewed March 11, 2018 ", Kata Beach,+39 Italian Street Food,"Great Italian pizza and super friendly staff
Well worth a visit to cure your pizza cravings while in Kata.<f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D>"
rn563714649,"Reviewed March 2, 2018 ", Kata Beach,+39 Italian Street Food,"We did our 1st visit at +39 since we would like to try something new rather than Thai food,and we paid our second visit just 2 days later, because we love the amazing food and the great hospitality there. The owner (also the chef )...More"
rn563647636,"Reviewed March 1, 2018 ", Kata Beach,+39 Italian Street Food,"Loved so much that small restaurant, food is great, from pizza till gelato....safe place also for eat salad (well cleaned) the owners are so friendly and kind.
High recommend and we will be there again for sure in our next trip in Phuket"
rn560620990,"Reviewed February 15, 2018 ", Kata Beach,+39 Italian Street Food,"Stopped off as we saw a sign that said ""Italian street food"". Good menu with pizza, pasta, salads...went with 4 slices of pizza (they are big square slices which they then cut into 2 or 3 slices) at 90bhat and a portion of onion rings...More"
rn560364425,"Reviewed February 13, 2018 ", Kata Beach,+39 Italian Street Food,"We ordered 6 different kind of pizza slices for two people. Pizza was so good!!! Also ordered some desert, staff were very friendly. Downstairs was small but we went upstairs where its cool and peacefull with comfortable soffas. Very clean place, we higly recommend this...More"
rn555105205,"Reviewed January 21, 2018 ", Kata Beach,+39 Italian Street Food,"We tried 4 different pizza slices, which where more than enough for 2 people! (They are great as leftovers for lunch the next day). The dough is good, and they have a great varieties of different slices. And all this for nearly no money! Would...More"
rn554874093,"Reviewed January 19, 2018 ", Kata Beach,+39 Italian Street Food,"Best pizza I ever taste! Real diamond and absolutely must visit place if you are on Kata or Karon. Stuff are awesome - never meet so friendly people. As bonus - good coffee, ice-cream, prosciutto."
rn554466787,"Reviewed January 17, 2018 ", Kata Beach,+39 Italian Street Food,"We stopped in for a quick dinner as we love pizza and Italian food.
We were warmly welcomed by an Italian gentleman (whom I imagine is the owner) and took a seat upstairs.
I had a glass of wine which was lovely and my husband...More"
rn552627107,"Reviewed January 8, 2018 ", Kata Beach,+39 Italian Street Food,"If you wanna eat quick this is a good option. We had pasta and it was good, although we had better ones in other Italian places in Thailand. There was a big Italian group, super noisy, talking-screaming and the place is small, so this added...More"
rn552353816,"Reviewed January 7, 2018 ", Kata Beach,+39 Italian Street Food,"So bummed not to find this gem of a food place until our last day. We will be telling all our friends who visit or live in Phuket. We will return for the pizza, the bread, the sandwiches, and the ice cream! Delightful!"
rn544049272,"Reviewed November 29, 2017 ", Kata Beach,+39 Italian Street Food,"What an amazing restaurant , exceptionally good Italian, pasta pizza and ice cream .I was given a warm welcome from the, happy staff. I will be returning bringing my friends."
rn543592754,"Reviewed November 27, 2017 ", Kata Beach,+39 Italian Street Food,This has got to be one of best Italian restaurants I have ever eaten at! The food is simply amazing and you can taste the care and experience involved in the preparation and cooking. Been here twice in a few days already and will definitely...More
rn540164009,"Reviewed November 11, 2017 ", Kata Beach,+39 Italian Street Food,Just found this place and it is amazing. Food is awesome and the service is super fast. If you are in Kata please come and try this place. This will definitely not be my last visit.
rn535649676,"Reviewed October 24, 2017 ", Kata Beach,+39 Italian Street Food,"Again the boys on holiday, met an old friend here from a previous holiday. Wow, great food, great place, you have to try it. Best Italian in Kata vs none, and the staff really nice."
rn523916047,"Reviewed September 12, 2017 ", Kata Beach,+39 Italian Street Food,"If you come in Phuket, you can't miss this lovely place. As italian I would say that I'm like E.T. phone +39 (home)! The food is amazing and there's a good variety of pizza, pasta, sandwiches and ice cream. I tasted all of them and...More"
rn523455368,"Reviewed September 11, 2017 ", Kata Beach,+39 Italian Street Food,"This is a smart little restaurant with taste and true Italian style. It was for us a very nice change of class from the supermarket size restaurants on the side of the main street.
They served yummy bread first. We had a pasta, tiramisu, &...More"
rn520198228,"Reviewed September 1, 2017 ", Kata Beach,+39 Italian Street Food,"I popped in after reading some reviews,for a slice of pizza with hot salami,was really good,there an Italian couple so it's real authentic pizza,keep up the good work."
rn506369257,"Reviewed July 27, 2017 ", Kata Beach,+39 Italian Street Food,"Really nice decor, genuine Italian food made with fresh ingredients and served by a very nice Italian couple"
rn499147226,"Reviewed July 6, 2017 ", Kata Beach,+39 Italian Street Food,This cozy little Pizzeria/Restaurant is managed by a friendly welcoming Italian couple and they really made us feeling at home. We have tried different kind of pizza & pasta and everything was absolutely amazing. We finished our dinner with a delicious tiramisu. Everything was perfect....More
rn499042696,"Reviewed July 5, 2017 ", Kata Beach,+39 Italian Street Food,"me and my partner stumbled across this place,looking for a decent italian. this place is like a little piece of Italy hidden just off a side street! the food is soo good. al-dente pasta, fresh breads, olive oil, plenty of choice, and the staff are...More"
rn495782922,"Reviewed June 25, 2017 ", Kata Beach,+39 Italian Street Food,"What they do here, they do very well. Delicious perfectly cooked pasta, tiramisu to die for; along with other Italian favorites and the pizza that is cooked on a bread base that is nothing short of special. Each table has olive oil & balsamic vinegar...More"
rn493981691,"Reviewed June 18, 2017 ", Kata Beach,+39 Italian Street Food,"The pizza here is truly delicious! The portion sizes are very generous - we had 6 slices between 2 of us and didn't finish it even though it was so tasty!
The staff were so friendly and welcoming.
The lighting could have been a little...More"
rn473331346,"Reviewed April 7, 2017 ", Kata Beach,+39 Italian Street Food,We found this place purely by accident as it is hidden up a side street off Kata Road. It looks like a little coffee shop outside. We ordered 6 slices of the tuna pizza and ended up leaving 2 as they were so big -...More
rn455812698,"Reviewed January 29, 2017 ", Kata Beach,+39 Italian Street Food,"Nice cozy place which we scouted while walking around one sunny afternoon.
A variety of pizzas and pastas.
Food is nice and portion is decent.
Restaurant was empty at lunch time.
Thai boss must be having a rough day, didnt give a smile at all...More"
rn576357314,Reviewed 3 weeks ago , Kata Beach,+39 Italian Street Food,"Very nice and cosy venue, great pizza al trancio selection and cheap price.
Espresso is proper one, same as you would have in italy as well as the gelato.
The couple whose owns it are very welcoming and make you feel at home, service is...More"
rn575983138,Reviewed 3 weeks ago , Kata Beach,+39 Italian Street Food,"After almost a month in Thailand, we were getting a craving for some cheese and bread. With a quick search on the internet we found this place and it was exactly what we were looking for. This restaurant has seating on the first and second...More"
rn573920055,Reviewed 4 weeks ago , Kata Beach,+39 Italian Street Food,"Excellent pizza, pasta and Buratta cheese / cold cut platter in a small Soi off Thanon Kata. But the best surprise was the gelato, one of the best I ever including Florence and Rome. Real genuine Italian cafe in Phuket. Highly recommended!"
rn573444985,Reviewed 5 weeks ago , Kata Beach,+39 Italian Street Food,"This small restaurant, located within about a five-minute walk from the beach, is like an Italian oasis in Kata.
As a former resident of Rome, I can attest that the menu is authentic Italian. Buon appetito!"
rn571875366,"Reviewed April 8, 2018 ", Kata Beach,+39 Italian Street Food,"Such amazing pizza and pasta, the pizza was incredible and for such great value for money and the pasta was the first i've eaten in 3 months traveling and did no let me down! It was just like being at home. Thank you for an...More"
rn566575619,"Reviewed March 14, 2018 ", Kata Beach,+39 Italian Street Food,"Visited this place early in the morning as there was nothing much open for breakfast....ended up getting two delicious fresh juices (carrot, apple and ginger) plus a ciabatta with cheese, ham and tomatoe plus a jam croissant. It hit the spot so much so that...More"
